slug,seed,prompt,filename_prefix
abyss-revenant-c12,6112,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Hazard manipulator, same hero face opening cursed ground fissures beneath foes",tcg/abyss_revenant/abyss-revenant-c12
abyss-revenant-c13,6113,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Ambush expert, same hero face emerging from abyss shadow behind target",tcg/abyss_revenant/abyss-revenant-c13
abyss-revenant-c14,6114,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Siege breaker, same hero face smashing mausoleum gate with cursed maul",tcg/abyss_revenant/abyss-revenant-c14
abyss-revenant-c15,6115,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Banner carrier, same hero face holding torn funeral standard in soul wind",tcg/abyss_revenant/abyss-revenant-c15
abyss-revenant-c16,6116,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Wraith companion, same hero face beside floating spectral hound",tcg/abyss_revenant/abyss-revenant-c16
abyss-revenant-c17,6117,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Veteran enforcer, same hero face scarred by death and memory, grim resolve",tcg/abyss_revenant/abyss-revenant-c17
abyss-revenant-c18,6118,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Phase infantry, same hero face phasing through torn veil between life and death",tcg/abyss_revenant/abyss-revenant-c18
abyss-revenant-c19,6119,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Anti-magic sentinel, same hero face severing enchantments with soul chain blade",tcg/abyss_revenant/abyss-revenant-c19
abyss-revenant-c20,6120,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Duel champion, same hero face framed by crimson-violet necro light and regal pose",tcg/abyss_revenant/abyss-revenant-c20
abyss-revenant-c21,6121,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Field commander, same hero face over battlefield of drowned tombs and spirits",tcg/abyss_revenant/abyss-revenant-c21
abyss-revenant-c22,6122,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Trap setter, same hero face planting curse sigils and grave snares",tcg/abyss_revenant/abyss-revenant-c22
abyss-revenant-c23,6123,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Recon sniper, same hero face taking aim with long abyss lance in cathedral ruin",tcg/abyss_revenant/abyss-revenant-c23
abyss-revenant-c24,6124,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Guardian construct, same hero face reflected in giant soulbound wraith armor",tcg/abyss_revenant/abyss-revenant-c24
abyss-revenant-c25,6125,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Executioner class, same hero face with deadly reaping axe and spectral chain",tcg/abyss_revenant/abyss-revenant-c25
abyss-revenant-c26,6126,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Area denial unit, same hero face flooding zone with abyss mist and life drain",tcg/abyss_revenant/abyss-revenant-c26
abyss-revenant-c27,6127,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Ritual bodyguard, same hero face guarding forbidden resurrection altar",tcg/abyss_revenant/abyss-revenant-c27
abyss-revenant-c28,6128,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Momentum finisher, same hero face surging forward in ravenous soul flame",tcg/abyss_revenant/abyss-revenant-c28
abyss-revenant-c29,6129,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Rare frontline horror, same hero face in majestic black bone armor amid grave tide",tcg/abyss_revenant/abyss-revenant-c29
abyss-revenant-c30,6130,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Rare specialist, same hero face mastering death siphon with open palm",tcg/abyss_revenant/abyss-revenant-c30
abyss-revenant-c31,6131,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Rare elite duo, same hero face mirrored beside resurrected former self",tcg/abyss_revenant/abyss-revenant-c31
abyss-revenant-c32,6132,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Rare lieutenant, same hero face with regal mourning armor and command scythe",tcg/abyss_revenant/abyss-revenant-c32
abyss-revenant-c33,6133,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Soul touch, same hero face giving dark buff through siphon energy",tcg/abyss_revenant/abyss-revenant-c33
abyss-revenant-c34,6134,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Abyss ping, same hero face firing precise crimson-violet curse at target",tcg/abyss_revenant/abyss-revenant-c34
abyss-revenant-c35,6135,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Grave draw, same hero face calling cards from swirling soul fragments",tcg/abyss_revenant/abyss-revenant-c35
abyss-revenant-c36,6136,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Mana siphon, same hero face absorbing lifeforce into dark reserve",tcg/abyss_revenant/abyss-revenant-c36
abyss-revenant-c37,6137,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Weakening curse, same hero face marking enemy with bone-white sigil",tcg/abyss_revenant/abyss-revenant-c37
abyss-revenant-c38,6138,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Shadow shift, same hero face moving through torn arc of darkness",tcg/abyss_revenant/abyss-revenant-c38
abyss-revenant-c39,6139,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Revenant ward, same hero face wrapped in temporary ghost armor",tcg/abyss_revenant/abyss-revenant-c39
abyss-revenant-c40,6140,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Necro wave, same hero face unleashing broad life-drain pulse across board",tcg/abyss_revenant/abyss-revenant-c40
abyss-revenant-c41,6141,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Tomb recall, same hero face recovering value from discard and remains",tcg/abyss_revenant/abyss-revenant-c41
abyss-revenant-c42,6142,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Dread swing, same hero face turning momentum with fear and siphon magic",tcg/abyss_revenant/abyss-revenant-c42
abyss-revenant-c43,6143,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Abyss doctrine, same hero face amplifying all drain and resurrection effects",tcg/abyss_revenant/abyss-revenant-c43
abyss-revenant-c44,6144,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Epic grave tide, same hero face amid rising flood of revenant souls",tcg/abyss_revenant/abyss-revenant-c44
abyss-revenant-c45,6145,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Epic soul summon, same hero face calling colossal abyssal wraith onto field",tcg/abyss_revenant/abyss-revenant-c45
abyss-revenant-c46,6146,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Epic denial curse, same hero face unraveling enemy action with soul chains",tcg/abyss_revenant/abyss-revenant-c46
abyss-revenant-c47,6147,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Epic reaper storm, same hero face striking many enemies through spectral arcs",tcg/abyss_revenant/abyss-revenant-c47
abyss-revenant-c48,6148,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Epic death reset, same hero face restoring power from battlefield ruin and ashes",tcg/abyss_revenant/abyss-revenant-c48
abyss-revenant-c49,6149,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Epic boundary ritual, same hero face standing between death and return in sacred circle",tcg/abyss_revenant/abyss-revenant-c49
abyss-revenant-c50,6150,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Epic finisher setup, same hero face gathering all soul flame into one decisive turn",tcg/abyss_revenant/abyss-revenant-c50
abyss-revenant-c51,6151,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Apex combo catalyst, same hero face centered in massive vortex of siphon streams and chains",tcg/abyss_revenant/abyss-revenant-c51
abyss-revenant-c52,6152,"Premium sci-fantasy trading card art, Abyss Revenant faction, same hero identity on every card, tragic male revenant face, pale skin, long dark hair, crimson-violet glowing eyes, broken black armor with bone details, deep violet crimson and bone palette, spectral soul energy, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Legendary guardian of the dead, same heroic tragic face before abyss gate, ultimate soulbound climax",tcg/abyss_revenant/abyss-revenant-c52
