slug,seed,prompt,filename_prefix
riftforged-sentinel-c29,1129,"Riftforged Sentinel, stern male guardian, short white-silver hair or armored helm, glowing cyan eyes or visor, angular steel armor, hard-light shields, fortress technology, cyan and steel palette, premium sci-fantasy trading card illustration, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, same hero identity on every card, imposing war hero with layered bastion armor on frontline",tcg/riftforged/riftforged-sentinel-c29
riftforged-sentinel-c30,1130,"Riftforged Sentinel, stern male guardian, short white-silver hair or armored helm, glowing cyan eyes or visor, angular steel armor, hard-light shields, fortress technology, cyan and steel palette, premium sci-fantasy trading card illustration, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, same hero identity on every card, shield architect generating massive hex wall across battlefield",tcg/riftforged/riftforged-sentinel-c30
riftforged-sentinel-c31,1131,"Riftforged Sentinel, stern male guardian, short white-silver hair or armored helm, glowing cyan eyes or visor, angular steel armor, hard-light shields, fortress technology, cyan and steel palette, premium sci-fantasy trading card illustration, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, same hero identity on every card, mirrored across twin sibling defenders in synchronized stance",tcg/riftforged/riftforged-sentinel-c31
riftforged-sentinel-c32,1132,"Riftforged Sentinel, stern male guardian, short white-silver hair or armored helm, glowing cyan eyes or visor, angular steel armor, hard-light shields, fortress technology, cyan and steel palette, premium sci-fantasy trading card illustration, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, same hero identity on every card, charismatic second-in-command with command shield array",tcg/riftforged/riftforged-sentinel-c32
riftforged-sentinel-c33,1133,"Riftforged Sentinel, stern male guardian, short white-silver hair or armored helm, glowing cyan eyes or visor, angular steel armor, hard-light shields, fortress technology, cyan and steel palette, premium sci-fantasy trading card illustration, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, same hero identity on every card, in foreground as cyan shield wave expands outward from gauntlet",tcg/riftforged/riftforged-sentinel-c33
riftforged-sentinel-c34,1134,"Riftforged Sentinel, stern male guardian, short white-silver hair or armored helm, glowing cyan eyes or visor, angular steel armor, hard-light shields, fortress technology, cyan and steel palette, premium sci-fantasy trading card illustration, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, same hero identity on every card, precise burst of shield energy striking enemy target",tcg/riftforged/riftforged-sentinel-c34
riftforged-sentinel-c35,1135,"Riftforged Sentinel, stern male guardian, short white-silver hair or armored helm, glowing cyan eyes or visor, angular steel armor, hard-light shields, fortress technology, cyan and steel palette, premium sci-fantasy trading card illustration, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, same hero identity on every card, over holographic command cards spinning in blue light",tcg/riftforged/riftforged-sentinel-c35
riftforged-sentinel-c36,1136,"Riftforged Sentinel, stern male guardian, short white-silver hair or armored helm, glowing cyan eyes or visor, angular steel armor, hard-light shields, fortress technology, cyan and steel palette, premium sci-fantasy trading card illustration, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, same hero identity on every card, beside fortress reactor core releasing controlled cyan energy",tcg/riftforged/riftforged-sentinel-c36
riftforged-sentinel-c37,1137,"Riftforged Sentinel, stern male guardian, short white-silver hair or armored helm, glowing cyan eyes or visor, angular steel armor, hard-light shields, fortress technology, cyan and steel palette, premium sci-fantasy trading card illustration, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, same hero identity on every card, enemy trapped in glowing hex prison",tcg/riftforged/riftforged-sentinel-c37
riftforged-sentinel-c38,1138,"Riftforged Sentinel, stern male guardian, short white-silver hair or armored helm, glowing cyan eyes or visor, angular steel armor, hard-light shields, fortress technology, cyan and steel palette, premium sci-fantasy trading card illustration, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, same hero identity on every card, blinking between shield pylons in a position shift",tcg/riftforged/riftforged-sentinel-c38
riftforged-sentinel-c39,1139,"Riftforged Sentinel, stern male guardian, short white-silver hair or armored helm, glowing cyan eyes or visor, angular steel armor, hard-light shields, fortress technology, cyan and steel palette, premium sci-fantasy trading card illustration, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, same hero identity on every card, inside luminous shield dome protecting allied unit",tcg/riftforged/riftforged-sentinel-c39
riftforged-sentinel-c40,1140,"Riftforged Sentinel, stern male guardian, short white-silver hair or armored helm, glowing cyan eyes or visor, angular steel armor, hard-light shields, fortress technology, cyan and steel palette, premium sci-fantasy trading card illustration, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, same hero identity on every card, commanding multiple cyan shockwaves across the battlefield",tcg/riftforged/riftforged-sentinel-c40
riftforged-sentinel-c41,1141,"Riftforged Sentinel, stern male guardian, short white-silver hair or armored helm, glowing cyan eyes or visor, angular steel armor, hard-light shields, fortress technology, cyan and steel palette, premium sci-fantasy trading card illustration, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, same hero identity on every card, above discarded tech fragments reforming in bright energy",tcg/riftforged/riftforged-sentinel-c41
riftforged-sentinel-c42,1142,"Riftforged Sentinel, stern male guardian, short white-silver hair or armored helm, glowing cyan eyes or visor, angular steel armor, hard-light shields, fortress technology, cyan and steel palette, premium sci-fantasy trading card illustration, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, same hero identity on every card, command pulse forcing enemy line backward",tcg/riftforged/riftforged-sentinel-c42
riftforged-sentinel-c43,1143,"Riftforged Sentinel, stern male guardian, short white-silver hair or armored helm, glowing cyan eyes or visor, angular steel armor, hard-light shields, fortress technology, cyan and steel palette, premium sci-fantasy trading card illustration, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, same hero identity on every card, projected over battlefield-wide defense signal amplifying all shields",tcg/riftforged/riftforged-sentinel-c43
riftforged-sentinel-c44,1144,"Riftforged Sentinel, stern male guardian, short white-silver hair or armored helm, glowing cyan eyes or visor, angular steel armor, hard-light shields, fortress technology, cyan and steel palette, premium sci-fantasy trading card illustration, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, same hero identity on every card, epic bastion rising, giant wall of light erupting from the ground",tcg/riftforged/riftforged-sentinel-c44
riftforged-sentinel-c45,1145,"Riftforged Sentinel, stern male guardian, short white-silver hair or armored helm, glowing cyan eyes or visor, angular steel armor, hard-light shields, fortress technology, cyan and steel palette, premium sci-fantasy trading card illustration, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, same hero identity on every card, echoed inside radiant armored projection descending from above",tcg/riftforged/riftforged-sentinel-c45
riftforged-sentinel-c46,1146,"Riftforged Sentinel, stern male guardian, short white-silver hair or armored helm, glowing cyan eyes or visor, angular steel armor, hard-light shields, fortress technology, cyan and steel palette, premium sci-fantasy trading card illustration, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, same hero identity on every card, enemy spell shattered on layered hex barriers",tcg/riftforged/riftforged-sentinel-c46
riftforged-sentinel-c47,1147,"Riftforged Sentinel, stern male guardian, short white-silver hair or armored helm, glowing cyan eyes or visor, angular steel armor, hard-light shields, fortress technology, cyan and steel palette, premium sci-fantasy trading card illustration, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, same hero identity on every card, directing several shield lances across opponents",tcg/riftforged/riftforged-sentinel-c47
riftforged-sentinel-c48,1148,"Riftforged Sentinel, stern male guardian, short white-silver hair or armored helm, glowing cyan eyes or visor, angular steel armor, hard-light shields, fortress technology, cyan and steel palette, premium sci-fantasy trading card illustration, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, same hero identity on every card, as broken defenses restore in blue light",tcg/riftforged/riftforged-sentinel-c48
riftforged-sentinel-c49,1149,"Riftforged Sentinel, stern male guardian, short white-silver hair or armored helm, glowing cyan eyes or visor, angular steel armor, hard-light shields, fortress technology, cyan and steel palette, premium sci-fantasy trading card illustration, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, same hero identity on every card, before sacred defense engine awakening in citadel ritual",tcg/riftforged/riftforged-sentinel-c49
riftforged-sentinel-c50,1150,"Riftforged Sentinel, stern male guardian, short white-silver hair or armored helm, glowing cyan eyes or visor, angular steel armor, hard-light shields, fortress technology, cyan and steel palette, premium sci-fantasy trading card illustration, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, same hero identity on every card, leading allied guardians into perfect final formation",tcg/riftforged/riftforged-sentinel-c50
riftforged-sentinel-c51,1151,"Riftforged Sentinel, stern male guardian, short white-silver hair or armored helm, glowing cyan eyes or visor, angular steel armor, hard-light shields, fortress technology, cyan and steel palette, premium sci-fantasy trading card illustration, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, same hero identity on every card, centered within massive interlocking shield network",tcg/riftforged/riftforged-sentinel-c51
riftforged-sentinel-c52,1152,"Riftforged Sentinel, stern male guardian, short white-silver hair or armored helm, glowing cyan eyes or visor, angular steel armor, hard-light shields, fortress technology, cyan and steel palette, premium sci-fantasy trading card illustration, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, same hero identity on every card, same heroic face, standing before colossal glowing wall, ultimate defense scene",tcg/riftforged/riftforged-sentinel-c52
