slug,seed,prompt,filename_prefix
chronomancer-c11,5111,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Tactical captain, same hero face guiding battlefield from layered future echoes",tcg/chronomancer/chronomancer-c11
chronomancer-c12,5112,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Hazard manipulator, same hero face placing delay fields and time fractures",tcg/chronomancer/chronomancer-c12
chronomancer-c13,5113,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Ambush expert, same hero face arriving from a split second behind target",tcg/chronomancer/chronomancer-c13
chronomancer-c14,5114,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Siege breaker, same hero face collapsing old wall through accelerated decay",tcg/chronomancer/chronomancer-c14
chronomancer-c15,5115,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Banner carrier, same hero face holding luminous hourglass standard",tcg/chronomancer/chronomancer-c15
chronomancer-c16,5116,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Echo construct companion, same hero face beside floating time duplicate construct",tcg/chronomancer/chronomancer-c16
chronomancer-c17,5117,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Veteran enforcer, same hero face burdened by age and timelines",tcg/chronomancer/chronomancer-c17
chronomancer-c18,5118,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Phase infantry, same hero face stepping between repeated silhouettes",tcg/chronomancer/chronomancer-c18
chronomancer-c19,5119,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Anti-magic sentinel, same hero face unraveling spell through temporal lock",tcg/chronomancer/chronomancer-c19
chronomancer-c20,5120,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Duel champion, same hero face framed by elegant clock halos and poised stance",tcg/chronomancer/chronomancer-c20
chronomancer-c21,5121,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Field commander, same hero face over battlefield of mirrored future paths",tcg/chronomancer/chronomancer-c21
chronomancer-c22,5122,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Trap setter, same hero face planting delay sigils in concentric circles",tcg/chronomancer/chronomancer-c22
chronomancer-c23,5123,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Recon sniper, same hero face lining shot through frozen moment corridor",tcg/chronomancer/chronomancer-c23
chronomancer-c24,5124,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Guardian construct, same hero face reflected in golden stasis automaton",tcg/chronomancer/chronomancer-c24
chronomancer-c25,5125,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Executioner class, same hero face delivering inevitable time-collapse strike",tcg/chronomancer/chronomancer-c25
chronomancer-c26,5126,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Area denial unit, same hero face controlling wide stasis field",tcg/chronomancer/chronomancer-c26
chronomancer-c27,5127,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Ritual bodyguard, same hero face protecting ancient timeline relic",tcg/chronomancer/chronomancer-c27
chronomancer-c28,5128,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Momentum finisher, same hero face advancing while enemies lag in time",tcg/chronomancer/chronomancer-c28
chronomancer-c29,5129,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Rare frontline keeper, same hero face in regal chrono battle regalia",tcg/chronomancer/chronomancer-c29
chronomancer-c30,5130,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Rare specialist, same hero face splitting battlefield into layered timelines",tcg/chronomancer/chronomancer-c30
chronomancer-c31,5131,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Rare elite duo, same hero face fighting beside perfected future self",tcg/chronomancer/chronomancer-c31
chronomancer-c32,5132,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Rare lieutenant, same hero face commanding with ringed temporal staff",tcg/chronomancer/chronomancer-c32
chronomancer-c33,5133,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Time spark, same hero face granting simple buff through chrono touch",tcg/chronomancer/chronomancer-c33
chronomancer-c34,5134,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Delay ping, same hero face sending focused time shard into enemy",tcg/chronomancer/chronomancer-c34
chronomancer-c35,5135,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Future draw, same hero face surrounded by hovering predicted cards",tcg/chronomancer/chronomancer-c35
chronomancer-c36,5136,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Mana rewind, same hero face reclaiming lost energy from time stream",tcg/chronomancer/chronomancer-c36
chronomancer-c37,5137,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Slow mark, same hero face weakening enemy under clock sigil",tcg/chronomancer/chronomancer-c37
chronomancer-c38,5138,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Reposition fold, same hero face bending space-time to relocate ally",tcg/chronomancer/chronomancer-c38
chronomancer-c39,5139,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Stasis ward, same hero face inside temporary frozen shield",tcg/chronomancer/chronomancer-c39
chronomancer-c40,5140,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Ripple burst, same hero face releasing circular time pulse across board",tcg/chronomancer/chronomancer-c40
chronomancer-c41,5141,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Echo recall, same hero face pulling utility from past timeline remains",tcg/chronomancer/chronomancer-c41
chronomancer-c42,5142,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Initiative shift, same hero face swinging tempo with chrono command",tcg/chronomancer/chronomancer-c42
chronomancer-c43,5143,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Timeline doctrine, same hero face amplifying all delay and replay effects",tcg/chronomancer/chronomancer-c43
chronomancer-c44,5144,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Epic observatory collapse, same hero face amid shattered clock ruins and time storm",tcg/chronomancer/chronomancer-c44
chronomancer-c45,5145,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Epic echo summon, same hero face calling radiant time avatar onto field",tcg/chronomancer/chronomancer-c45
chronomancer-c46,5146,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Epic counter rewind, same hero face undoing enemy action in golden light",tcg/chronomancer/chronomancer-c46
chronomancer-c47,5147,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Epic manyfold strike, same hero face attacking through repeated moments",tcg/chronomancer/chronomancer-c47
chronomancer-c48,5148,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Epic reset loop, same hero face restoring board through controlled timeline reset",tcg/chronomancer/chronomancer-c48
chronomancer-c49,5149,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Epic acceptance ritual, same hero face choosing one imperfect future among many",tcg/chronomancer/chronomancer-c49
chronomancer-c50,5150,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Epic finisher setup, same hero face aligning every clock ring for final turn",tcg/chronomancer/chronomancer-c50
chronomancer-c51,5151,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Apex combo catalyst, same hero face at center of immense temporal mandala",tcg/chronomancer/chronomancer-c51
chronomancer-c52,5152,"Premium sci-fantasy trading card art, Chronomancer faction, same hero identity on every card, elegant and cryptic face, pale hair with gold-blue glow, refined temporal robes and armor, gold azure and pale violet palette, clock halos and stasis shards, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Legendary final hour, same hero face in luminous close-up with shattered clocks and fate-defining stillness",tcg/chronomancer/chronomancer-c52
