slug,seed,prompt,filename_prefix
ironbound-beastmaster-c33,4133,"Premium sci-fantasy trading card art, Ironbound Beastmaster faction, same hero identity on every card, fierce rugged male face, wild hair and battle scars, brass and iron armor mixed with primal leather, rust red brass and moss palette, engineered beasts and feral power, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Pack howl, same hero face projecting empowering roar across allies",tcg/ironbound_beastmaster/ironbound-beastmaster-c33
ironbound-beastmaster-c34,4134,"Premium sci-fantasy trading card art, Ironbound Beastmaster faction, same hero identity on every card, fierce rugged male face, wild hair and battle scars, brass and iron armor mixed with primal leather, rust red brass and moss palette, engineered beasts and feral power, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Fang strike, same hero face with precise savage hit on target",tcg/ironbound_beastmaster/ironbound-beastmaster-c34
ironbound-beastmaster-c35,4135,"Premium sci-fantasy trading card art, Ironbound Beastmaster faction, same hero identity on every card, fierce rugged male face, wild hair and battle scars, brass and iron armor mixed with primal leather, rust red brass and moss palette, engineered beasts and feral power, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Instinct draw, same hero face surrounded by primal claw sigils and cards",tcg/ironbound_beastmaster/ironbound-beastmaster-c35
ironbound-beastmaster-c36,4136,"Premium sci-fantasy trading card art, Ironbound Beastmaster faction, same hero identity on every card, fierce rugged male face, wild hair and battle scars, brass and iron armor mixed with primal leather, rust red brass and moss palette, engineered beasts and feral power, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Iron feed, same hero face opening wild energy reserve for mana gain",tcg/ironbound_beastmaster/ironbound-beastmaster-c36
ironbound-beastmaster-c37,4137,"Premium sci-fantasy trading card art, Ironbound Beastmaster faction, same hero identity on every card, fierce rugged male face, wild hair and battle scars, brass and iron armor mixed with primal leather, rust red brass and moss palette, engineered beasts and feral power, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Fear mark, same hero face cursing enemy with predator debuff",tcg/ironbound_beastmaster/ironbound-beastmaster-c37
ironbound-beastmaster-c38,4138,"Premium sci-fantasy trading card art, Ironbound Beastmaster faction, same hero identity on every card, fierce rugged male face, wild hair and battle scars, brass and iron armor mixed with primal leather, rust red brass and moss palette, engineered beasts and feral power, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Pounce shift, same hero face and beast lunging to new position",tcg/ironbound_beastmaster/ironbound-beastmaster-c38
ironbound-beastmaster-c39,4139,"Premium sci-fantasy trading card art, Ironbound Beastmaster faction, same hero identity on every card, fierce rugged male face, wild hair and battle scars, brass and iron armor mixed with primal leather, rust red brass and moss palette, engineered beasts and feral power, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Hide ward, same hero face cloaked by temporary primal armor",tcg/ironbound_beastmaster/ironbound-beastmaster-c39
ironbound-beastmaster-c40,4140,"Premium sci-fantasy trading card art, Ironbound Beastmaster faction, same hero identity on every card, fierce rugged male face, wild hair and battle scars, brass and iron armor mixed with primal leather, rust red brass and moss palette, engineered beasts and feral power, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Roar shockwave, same hero face unleashing area pulse from beast command",tcg/ironbound_beastmaster/ironbound-beastmaster-c40
ironbound-beastmaster-c41,4141,"Premium sci-fantasy trading card art, Ironbound Beastmaster faction, same hero identity on every card, fierce rugged male face, wild hair and battle scars, brass and iron armor mixed with primal leather, rust red brass and moss palette, engineered beasts and feral power, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Bone recall, same hero face reclaiming strength from fallen remains",tcg/ironbound_beastmaster/ironbound-beastmaster-c41
ironbound-beastmaster-c42,4142,"Premium sci-fantasy trading card art, Ironbound Beastmaster faction, same hero identity on every card, fierce rugged male face, wild hair and battle scars, brass and iron armor mixed with primal leather, rust red brass and moss palette, engineered beasts and feral power, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Frenzy swing, same hero face turning momentum sharply against enemy line",tcg/ironbound_beastmaster/ironbound-beastmaster-c42
ironbound-beastmaster-c43,4143,"Premium sci-fantasy trading card art, Ironbound Beastmaster faction, same hero identity on every card, fierce rugged male face, wild hair and battle scars, brass and iron armor mixed with primal leather, rust red brass and moss palette, engineered beasts and feral power, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Pack doctrine, same hero face amplifying all bonded beast abilities",tcg/ironbound_beastmaster/ironbound-beastmaster-c43
ironbound-beastmaster-c44,4144,"Premium sci-fantasy trading card art, Ironbound Beastmaster faction, same hero identity on every card, fierce rugged male face, wild hair and battle scars, brass and iron armor mixed with primal leather, rust red brass and moss palette, engineered beasts and feral power, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Epic iron stampede, same hero face leading massive beast rush through battlefield",tcg/ironbound_beastmaster/ironbound-beastmaster-c44
ironbound-beastmaster-c45,4145,"Premium sci-fantasy trading card art, Ironbound Beastmaster faction, same hero identity on every card, fierce rugged male face, wild hair and battle scars, brass and iron armor mixed with primal leather, rust red brass and moss palette, engineered beasts and feral power, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Epic alpha summon, same hero face calling colossal engineered predator",tcg/ironbound_beastmaster/ironbound-beastmaster-c45
ironbound-beastmaster-c46,4146,"Premium sci-fantasy trading card art, Ironbound Beastmaster faction, same hero identity on every card, fierce rugged male face, wild hair and battle scars, brass and iron armor mixed with primal leather, rust red brass and moss palette, engineered beasts and feral power, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Epic denial roar, same hero face shattering enemy action with thunderous command",tcg/ironbound_beastmaster/ironbound-beastmaster-c46
ironbound-beastmaster-c47,4147,"Premium sci-fantasy trading card art, Ironbound Beastmaster faction, same hero identity on every card, fierce rugged male face, wild hair and battle scars, brass and iron armor mixed with primal leather, rust red brass and moss palette, engineered beasts and feral power, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Epic multi-strike hunt, same hero face coordinating many beasts at once",tcg/ironbound_beastmaster/ironbound-beastmaster-c47
ironbound-beastmaster-c48,4148,"Premium sci-fantasy trading card art, Ironbound Beastmaster faction, same hero identity on every card, fierce rugged male face, wild hair and battle scars, brass and iron armor mixed with primal leather, rust red brass and moss palette, engineered beasts and feral power, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Epic recovery den, same hero face restoring board through primal forge light",tcg/ironbound_beastmaster/ironbound-beastmaster-c48
ironbound-beastmaster-c49,4149,"Premium sci-fantasy trading card art, Ironbound Beastmaster faction, same hero identity on every card, fierce rugged male face, wild hair and battle scars, brass and iron armor mixed with primal leather, rust red brass and moss palette, engineered beasts and feral power, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Epic trust ritual, same hero face rebuilding broken bond network with beasts",tcg/ironbound_beastmaster/ironbound-beastmaster-c49
ironbound-beastmaster-c50,4150,"Premium sci-fantasy trading card art, Ironbound Beastmaster faction, same hero identity on every card, fierce rugged male face, wild hair and battle scars, brass and iron armor mixed with primal leather, rust red brass and moss palette, engineered beasts and feral power, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Epic finisher setup, same hero face readying full-pack kill formation",tcg/ironbound_beastmaster/ironbound-beastmaster-c50
ironbound-beastmaster-c51,4151,"Premium sci-fantasy trading card art, Ironbound Beastmaster faction, same hero identity on every card, fierce rugged male face, wild hair and battle scars, brass and iron armor mixed with primal leather, rust red brass and moss palette, engineered beasts and feral power, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Apex combo catalyst, same hero face within roaring nexus of beasts and metal chains",tcg/ironbound_beastmaster/ironbound-beastmaster-c51
ironbound-beastmaster-c52,4152,"Premium sci-fantasy trading card art, Ironbound Beastmaster faction, same hero identity on every card, fierce rugged male face, wild hair and battle scars, brass and iron armor mixed with primal leather, rust red brass and moss palette, engineered beasts and feral power, cinematic lighting, polished digital painting, portrait 3:4, no text, no watermark, Legendary alpha ascendant, same hero face and ultimate beast silhouetted over war pit, mythic climax",tcg/ironbound_beastmaster/ironbound-beastmaster-c52
